_id,messages,channels,tokeized
20220614,"['🇺🇦Как на Украине ВСУ угоняет автомобили прямо «на свои нужды»', 'В распоряжении ""Известий"" оказалось видео разрушений в мебельном магазине в Донецке из-за обстрела со стороны украинских боевиков.\n\nВ магазине разбиты окна, весь пол помещения усеян осколками.\n\nИнформации о пострадавших в результате инцидента нет.', 'Житель Мариуполя Игорь Кирпота рассказал российским следователям, как националисты из ""Азова"" (против его боевиков в России возбуждены уголовные дела) стреляли по нему и его соседям, не давая тушить дом, а российские военные помогли эвакуироваться в Новоазовск', 'Дальнейшая судьба осужденных иностранных наемников', '🇨🇿Еше одна новинка «Eurosatory 2022». Опытный образец колесной 155-мм самоходной артиллерийской установки MORANA на базе шасси Tatra Force 8×8.\n\nГаубица имеет полностью автоматическую перезарядку и полностью автоматизированное наведение орудийного ствола. Стандартный экипаж гаубицы MORANA состоит из водителя, командира и оператора, которые размещаются в бронированной четырехдверной кабине. Орудийная башня полностью управляется экипажем непосредственно из кабины, не покидая ее. Таким образом, экипаж остается защищенным во время движения гаубицы, а также во время ее работы и боевого развертывания. Гаубица также оснащена дистанционно управляемым боевым модулем с усовершенствованным сенсорным оборудованием и 12,7-мм пулеметом для самозащиты.', '🇵🇱🇺🇦Польская 12,7 мм снайперская винтовка ZMT WKW Tor на вооружении ВСУ.']","[1144180066, 1144180066, 1144180066, 1144180066, 1101806611, 1101806611]","[['всу', 'угонять', 'автомобиль', 'прямо'], ['распоряжение', 'известие', 'оказываться', 'видео', 'разрушать'], ['житель', 'мариуполь', 'игорь', 'кирпот', 'рассказывать', 'российски'], ['дальнейший', 'судьба', 'осужденный', 'иностранный', 'наемник'], ['🇨', 'новинка', 'eurosatory', 'опытный', 'обр'], ['🇵', 'мм', 'снайперский', 'винтовка', 'zmt', 'wkw'], ['всу', 'угонять', 'автомобиль', 'прямо', 'нужда'], ['распоряжение', 'известие', 'оказываться', 'видео', 'разрушение', 'мебельный', 'магазин', 'донецк', 'обстрел', 'украинский', 'боевик', 'магазин', 'разбивать', 'помещение', 'усеивать', 'осколок', 'пострадавший', 'результат', 'инцидент'], ['мариуполь', 'игорь', 'кирпот', 'рассказывать', 'российский', 'следователь', 'националист', 'азов', 'боевик', 'возбуждать', 'уголовный', 'стрелять', 'сосед', 'тушить', 'российский', 'военный', 'помогать', 'эвакуироваться', 'новоазовск'], ['дальнейший', 'судьба', 'осужденный', 'иностранный', 'наемник'], ['🇨', 'новинка', 'eurosatory', 'опытный', 'образец', 'колесный', 'мм', 'самоходный', 'артиллерийский', 'установка', 'morana', 'база', 'шасси', 'tatra', 'force', '×', 'гаубица', 'полностью', 'автоматический', 'перезарядка', 'полностью', 'автоматизированный', 'наведение', 'орудийный', 'ствол', 'стандартный', 'экипаж', 'гаубица', 'morana', 'состоять', 'водитель', 'командир', 'оператор', 'размещаться', 'бронировать', 'четырехдверный', 'кабина', 'орудийный', 'башня', 'полностью', 'управляться', 'экипаж', 'непосредственно', 'кабина', 'покидать', 'образ', 'экипаж', 'оставаться', 'защищать', 'движение', 'гаубица', 'боевой', 'развертывание', 'гаубица', 'оснащать', 'дистанционно', 'управляемый'], ['🇵', 'мм', 'снайперский', 'zmt', 'wkw', 'tor', 'вооружение', 'всу']]"
